Vought F4U/FG/F3A Corsair,US,1940,Production,12571
Vought XF5U,US,1947,Prototype,2
Vought F6U Pirate,US,1946,Prototype,33
Vought F7U Cutlass,US,1948,Production,320
Vought F8U/F-8 Crusader,US,1955,Production,1261
Vought XF8U-3 Crusader III,US,1958,Prototype,5
Vultee XP-54,US,1943,Prototype,2
Vultee P-66 Vanguard,US,1939,Production,146
Waco CSO-A/240A,US,1927,Production,11
Waco CTO-A,US,1927,Prototype,1
Westland C.O.W. Gun Fighter,UK,1930,Prototype,1
Westland F.7/30,UK,1934,Prototype,1
Westland Interceptor,UK,1929,Prototype,1
Westland N.1B,UK,1917,Prototype,2
Westland Wagtail,UK,1918,Prototype,5
Westland Weasel,UK,1918,Prototype,4
Westland Welkin,UK,1942,Production,75
Westland Westbury,UK,1926,Prototype,2
Westland Whirlwind,UK,1938,Production,116
Westland Wizard,UK,1927,Prototype,1
Westland Wyvern,UK,1946,Production,127
Weymann W-1,France,1915,Prototype,1
Wibault 1,France,1918,Prototype,1
Wibault 3,France,1923,Prototype,1
Wibault 7 & Vickers Wibault,France,1924,Production,168
Wibault 8 Simoun,France,1926,Prototype,1
Wibault 9,France,1926,Prototype,1
Wibault 12/121/122 Sirocco,France,1926,Prototype,3
Wibault 130 Trombe & 170 Tornade,France,1928,Prototype,3
Wibault 210,France,1929,Prototype,1
Wibault 313,France,1932,Prototype,1
Wight Baby,UK,1916,Prototype,3
Wight Quadruplane,UK,1916,Prototype,1
WKF D.I,Austria-Hungary,1918,Prototype,2
WKF Dr.I,Austria-Hungary,1918,Prototype,1
Wright XF3W,US,1926,Prototype,1
Xian JH-7,China,1988,Operational,192
Yakovlev I-29,USSR,1939,Prototype,1
Yakovlev Yak-1,USSR,1940,Production,8700
Yakovlev I-30/Yak-3,USSR,1941,Production,4848
Yakovlev Yak-7,USSR,1940,Production,6399
Yakovlev Yak-9,USSR,1942,Production,16769
Yakovlev Yak-15,USSR,1946,Production,280
Yakovlev Yak-17,USSR,1947,Production,430
Yakovlev Yak-19,USSR,1947,Prototype,2
Yakovlev Yak-23,USSR,1947,Production,310
Yakovlev Yak-25 (1947),USSR,1947,Prototype,1
Yakovlev Yak-25,USSR,1952,Production,638
Yakovlev Yak-27V/K,USSR,1956,Prototype,3
Yakovlev Yak-28P,USSR,1960,Production,435
Yakovlev Yak-30 (1948),USSR,1948,Prototype,2
Yakovlev Yak-36,USSR,1963,Prototype,12
Yakovlev Yak-38,USSR,1971,Production,231
Yakovlev Yak-41/141,USSR,1987,Prototype,2
Yakovlev Yak-50 (1949),USSR,1949,Prototype,3
Yatsenko I-28,USSR,1939,Prototype,7
Yokosuka D4Y2-S,Japan,1940,Production,16
Yokosuka P1Y2 Kyokko,Japan,1943,Production,96
Zeppelin-Lindau (Dornier) D.I,Germany,1918,Prototype,7
